Date,Open,High,Low,Close,Adj Close,Volume
2004-08-20,0.548393,0.553393,0.544464,0.550000,0.466838,316780800
2004-08-23,0.551071,0.558393,0.546429,0.555000,0.471082,254660000
2004-08-24,0.558214,0.570536,0.556964,0.570536,0.484269,374136000
2004-08-25,0.569107,0.591964,0.566607,0.590179,0.500942,505618400
2004-08-26,0.590000,0.628214,0.584643,0.618929,0.525345,955858400
2004-08-27,0.619286,0.620714,0.607143,0.613393,0.520646,388813600
2004-08-30,0.607143,0.620000,0.606429,0.609286,0.517160,218142400
2004-08-31,0.608393,0.624107,0.607143,0.615893,0.522768,376560800
2004-09-01,0.612500,0.642679,0.610536,0.640357,0.543533,515726400
2004-09-02,0.633929,0.639464,0.621964,0.636786,0.540502,406324800
2004-09-03,0.625179,0.641429,0.625179,0.629107,0.533984,293468000
2004-09-07,0.632143,0.646250,0.629107,0.638571,0.542017,301957600
2004-09-08,0.637500,0.653036,0.637143,0.649107,0.550960,343526400
2004-09-09,0.644643,0.648214,0.630000,0.637500,0.541108,461339200
2004-09-10,0.636786,0.646964,0.633214,0.640536,0.543685,328014400
2004-09-13,0.640714,0.644107,0.630714,0.635536,0.539441,281976800
2004-09-14,0.629286,0.634821,0.621071,0.633750,0.537925,254822400
2004-09-15,0.631429,0.633571,0.621429,0.628571,0.533529,232668800
2004-09-16,0.628571,0.656429,0.626429,0.649107,0.550960,501916800
2004-09-17,0.652679,0.667500,0.650000,0.663214,0.562934,502308800
2004-09-20,0.658571,0.678214,0.658393,0.673393,0.571573,245000000
2004-09-21,0.674107,0.694107,0.668929,0.678750,0.576121,386652000
2004-09-22,0.680357,0.681071,0.657321,0.659286,0.559600,401688000
2004-09-23,0.661429,0.669643,0.659464,0.665536,0.564905,397404000
2004-09-24,0.668750,0.678571,0.663393,0.665893,0.565208,369488000
2004-09-27,0.659821,0.678214,0.657679,0.670179,0.568846,397516000
2004-09-28,0.668929,0.683750,0.668750,0.679286,0.576576,353186400
2004-09-29,0.677321,0.693929,0.675357,0.690714,0.586276,273509600
2004-09-30,0.696429,0.701250,0.686607,0.691964,0.587337,425012000
2004-10-01,0.698571,0.699821,0.688929,0.690536,0.586124,465404800
2004-10-04,0.699643,0.699643,0.691964,0.692679,0.587943,574084000
2004-10-05,0.688571,0.708393,0.685714,0.703036,0.596734,406162400
2004-10-06,0.705357,0.727857,0.704821,0.725714,0.615983,446303200
2004-10-07,0.723929,0.730893,0.704643,0.707500,0.600524,426148800
2004-10-08,0.706429,0.710179,0.693571,0.697500,0.592036,359228800
2004-10-11,0.692857,0.697500,0.682143,0.689107,0.584911,323870400
2004-10-12,0.687500,0.688929,0.672321,0.683750,0.580365,460191200
2004-10-13,0.694107,0.710000,0.691786,0.709821,0.602494,1163008000
2004-10-14,0.771250,0.816964,0.759821,0.803214,0.681765,2768427200
2004-10-15,0.801429,0.814464,0.789107,0.812500,0.689647,1031128000
2004-10-18,0.798214,0.852679,0.798214,0.852679,0.723751,1200752000
2004-10-19,0.858929,0.863393,0.844821,0.846786,0.718749,801992800
2004-10-20,0.842500,0.850000,0.833036,0.847679,0.719507,605108000
2004-10-21,0.847857,0.859464,0.845714,0.856071,0.726630,724505600
2004-10-22,0.848929,0.851250,0.839643,0.846607,0.718597,483067200
2004-10-25,0.842857,0.854286,0.840536,0.849107,0.720719,392644000
2004-10-26,0.847321,0.858036,0.838750,0.856607,0.727085,594361600
2004-10-27,0.866250,0.903929,0.860179,0.898214,0.762401,1193494400
2004-10-28,0.892500,0.932500,0.883929,0.931964,0.791048,864264800
2004-10-29,0.925714,0.950000,0.925000,0.935714,0.794231,810219200
2004-11-01,0.937500,0.951071,0.929286,0.936607,0.794989,602050400
